order_id,order_date,shipped_at,city,product_category,payment_method,quantity,unit_price,revenue,discount_pct,customer_rating,delivery_notes,tracking_ref,customer_ref
ORD-00300,2024-10-08,2024-10-12T19:58:00Z,Parañaque,Home & Kitchen,Cash on Delivery,5,330.67,,14.9,4,"Leave at gate, ring twice",PH-00300-X,cust.0300@mail.test
ORD-00301,2024-10-09,2024-10-12T17:58:00Z,Baguio,Books,Maya,277,4579.48,1045712.24,15.5,5,"Leave at gate, ring twice",trk00301,
ORD-00302,2024-10-10,2024-10-11T10:48:00+08:00,Cebu City,Groceries,Maya,10,529.62,5216.27,,5,,PENDING-ASSIGN,CUST-0302
ORD-00303,2024-10-11,2024-10-15T15:07:00+08:00,Parañaque,Home & Kitchen,Cash on Delivery,6,770.51,4625.53,2.8,1,"Leave at gate, ring twice",,
ORD-00304,2024-10-12,2024-10-13T12:51:00+08:00,Quezon City,Beauty,Maya,11,412.2,3632.49,19.4,4,,,+63 917 000 0304
ORD-00305,2024-10-13,2024-10-18T08:59:00Z,Bacoor,Electronics,Credit Card,3,462.51,1354.27,4.1,3,Attempt #0305 — rider note A230,PH-00305-X,+63 917 000 0305
ORD-00306,2024-10-14,2024-10-17T19:41:00+08:00,Quezon City,Apparel,GCash,5,508.98,2234.57,11.9,2,Barangay hall pickup,TRK-2024-00306,WALK-IN
ORD-00307,2024-10-15,,Muntinlupa,Beauty,Cash on Delivery,11,422.96,4068.26,12,,Attempt #0307 — rider note C356,PH-00307-X,
ORD-00308,2024-10-16,2024-10-18T14:38:00+08:00,Las Piñas,Beauty,Maya,4,,2916.48,10.1,4,Attempt #0308 — rider note C531,PH-00308-X,cust.0308@mail.test
,2024-01-23,,Dasmariñas,Apparel,Cash on Delivery,293,432.52,114553.41,,5,Contact before arrival,PENDING-ASSIGN,
ORD-00309,2024-10-17,,Dasmariñas,Sports,Credit Card,504,680.11,144902.77,57.2,3,,,
,2024-04-28,2024-04-29T15:05:00+08:00,,Sports,Maya,10,753.24,6332.17,,4,,trk00127,
ORD-00310,2024-10-18,2024-10-23T08:43:00+08:00,Cebu City,Sports,Bank Transfer,8,361.52,2804.21,5.5,5,Attempt #0310 — rider note B641,PH-00310-X,CUST-0310
,2024-08-19,2024-08-24T17:32:00+08:00,Dasmariñas,Electronics,Credit Card,169,781.78,116824.73,13,3,配達済み — 玄関前に置いた,PENDING-ASSIGN,CUST-0246
ORD-00311,2024-10-19,,Cebu City,Toys,Bank Transfer,4,481.65,,5.8,1,Attempt #0311 — rider note D843,PH-00311-X,
,2024-11-23,2024-11-25T19:32:00Z,Davao City,Home & Kitchen,,3,737.69,,,3,"Buyer said ""urgent"" delivery",PENDING-ASSIGN,WALK-IN
ORD-00312,2024-10-20,2024-10-24T16:38:00+08:00,Bacoor,Beauty,Credit Card,7,561.26,3825.46,,2,Attempt #0312 — rider note D629,trk00312,+63 917 000 0312
ORD-00313,2024-10-21,2024-10-24T16:09:00+08:00,Parañaque,Toys,Cash on Delivery,517,930.18,430784.12,10.5,,,trk00313,CUST-0313
,2024-10-22,,Dasmariñas,Sports,Cash on Delivery,1,458.93,401.3,11.3,,Attempt #0314 — rider note A236,trk00314,CUST-0314
ORD-00315,2024-10-23,2024-10-26T07:25:00+08:00,Zamboanga,Home & Kitchen,Bank Transfer,171,740.83,44619.75,64.4,1,,PH-00315-X,WALK-IN
ORD-00316,2024-10-24,2024-10-26T11:42:00Z,Bacoor,Electronics,Cash on Delivery,6,878.71,5026.2,5.7,2,Attempt #0316 — rider note C313,TRK-2024-00316,
ORD-00317,2024-10-24,2024-10-25T10:52:00+08:00,Cebu City,Apparel,GCash,6,709.37,4203.09,4.1,2,Contact before arrival,PH-00317-X,CUST-0317
ORD-00318,2024-10-25,,Cebu City,Sports,Maya,6,410.82,2128.32,13.6,,Attempt #0318 — rider note D664,TRK-2024-00318,WALK-IN
ORD-00319,2024-10-26,2024-10-29T17:39:00+08:00,Davao City,Toys,Maya,4,,,17.7,3,,,+63 917 000 0319
ORD-00320,2024-10-27,2024-10-29T07:58:00Z,Iloilo City,Electronics,Bank Transfer,7,888.23,5527.63,10,,Contact before arrival,PENDING-ASSIGN,+63 917 000 0320
ORD-00321,2024-10-28,2024-11-02T17:49:00+08:00,Davao City,Beauty,GCash,4,322.25,1114.15,,,Attempt #0321 — rider note A913,PENDING-ASSIGN,WALK-IN
ORD-00322,2024-10-29,2024-10-30T10:50:00+08:00,Las Piñas,Groceries,Cash on Delivery,6,521.77,2984.47,7.2,3,,TRK-2024-00322,
ORD-00323,2024-10-30,2024-11-01T09:45:00+08:00,Zamboanga,Beauty,Bank Transfer,10,,6481.08,,2,,PH-00323-X,CUST-0323
ORD-00324,2024-10-31,,Bacoor,Beauty,Credit Card,5,724.12,3609.98,,1,,TRK-2024-00324,+63 917 000 0324
ORD-00325,2024-11-01,2024-11-02T16:41:00+08:00,Bacoor,Beauty,Credit Card,499,780.77,326993.18,,5,Attempt #0325 — rider note D213,PENDING-ASSIGN,WALK-IN
ORD-00326,2024-11-02,2024-11-06T16:28:00+08:00,Bacoor,Electronics,,2,641.54,1136.56,,1,,trk00326,CUST-0326
ORD-00327,2024-11-03,2024-11-08T06:40:00+08:00,Parañaque,Sports,Credit Card,12,758.95,7891.87,,2,,TRK-2024-00327,+63 917 000 0327
ORD-00328,2024-11-04,2024-11-09T08:03:00+08:00,Quezon City,Sports,Credit Card,7,417.72,2845.19,4.3,5,"Leave at gate, ring twice",,
ORD-00329,2024-11-05,2024-11-10T09:20:00+08:00,Zamboanga,Apparel,GCash,413,676.83,277959.36,3.3,,Attempt #0329 — rider note C829,PENDING-ASSIGN,CUST-0329
,2024-03-27,,Bacoor,Toys,Bank Transfer,295,686.59,189734.58,7.8,4,Contact before arrival,TRK-2024-00093,cust.0093@mail.test
ORD-00330,2024-11-06,,Quezon City,Books,Maya,326,446.27,129144.73,9.3,1,"Buyer said ""urgent"" delivery",,
,2024-07-17,2024-07-22T12:50:00+08:00,Parañaque,Apparel,Bank Transfer,6,588.41,3083.68,,,,PENDING-ASSIGN,cust.0212@mail.test
,2024-11-07,2024-11-08T12:34:00+08:00,Baguio,Books,GCash,426,934.73,145869.74,64.1,5,,TRK-2024-00331,
,2024-10-22,,Dasmariñas,Sports,Cash on Delivery,1,458.93,401.3,11.3,,Attempt #0314 — rider note A236,trk00314,CUST-0314
ORD-00332,2024-11-08,,,Beauty,GCash,2,669.02,1090.15,17.8,4,Attempt #0332 — rider note D615,PH-00332-X,
ORD-00333,2024-11-09,2024-11-11T13:16:00Z,Parañaque,Apparel,,7,4496.62,29064.25,9.3,1,,PENDING-ASSIGN,+63 917 000 0333
ORD-00334,2024-11-10,,,Beauty,Bank Transfer,10,640.53,6271.52,3.3,3,,PENDING-ASSIGN,cust.0334@mail.test
ORD-00335,2024-11-10,2024-11-12T19:01:00Z,Las Piñas,Home & Kitchen,Credit Card,6,897.6,4715.49,14.6,1,,,cust.0335@mail.test
ORD-00336,2024-11-11,2024-11-14T11:00:00+08:00,Iloilo City,Groceries,Maya,2,553.49,997.68,7.2,5,"Gift wrap requested, no invoice inside",TRK-2024-00336,
ORD-00337,2024-11-12,,Las Piñas,Books,Credit Card,5,911.43,3780.12,18.3,3,Contact before arrival,PH-00337-X,
ORD-00338,2024-11-13,2024-11-18T06:31:00+08:00,Dasmariñas,,GCash,9,878.98,2295.16,,4,Attempt #0338 — rider note D317,,CUST-0338
ORD-00339,,,,Groceries,Cash on Delivery,4,531.95,1969.68,6.8,3,,PENDING-ASSIGN,cust.0339@mail.test
ORD-00340,2024-11-15,2024-11-19T09:23:00+08:00,Zamboanga,Electronics,Credit Card,465,790.92,300458.08,17.3,1,配達済み — 玄関前に置いた,TRK-2024-00340,+63 917 000 0340
ORD-00341,2024-11-16,2024-11-19T13:49:00+08:00,Las Piñas,Toys,Cash on Delivery,2,393.98,670.65,13.2,1,Attempt #0341 — rider note C808,,cust.0341@mail.test
ORD-00342,2024-11-17,2024-11-18T12:02:00+08:00,Davao City,Books,Bank Transfer,2,502.14,848.39,,1,"Gift wrap requested, no invoice inside",,+63 917 000 0342
ORD-00343,2024-11-18,2024-11-22T10:39:00Z,,Groceries,Cash on Delivery,12,683.97,7000.3,,,"Leave at gate, ring twice",trk00343,cust.0343@mail.test
ORD-00344,2024-11-19,,Bacoor,Toys,Credit Card,10,932.19,8907.88,,,Attempt #0344 — rider note B403,PH-00344-X,
ORD-00345,2024-11-20,,Bacoor,Electronics,Maya,9,392.19,3310.21,8.6,4,Barangay hall pickup,,
ORD-00346,2024-11-21,2024-11-24T17:38:00+08:00,Dasmariñas,Apparel,Credit Card,11,660.93,6934.37,,1,Barangay hall pickup,trk00346,
ORD-00347,2024-11-22,2024-11-26T06:33:00+08:00,Zamboanga,Electronics,Bank Transfer,10,749.92,7192.21,6.2,2,Attempt #0347 — rider note A364,PH-00347-X,CUST-0347
,2024-11-23,2024-11-25T19:32:00Z,Davao City,Home & Kitchen,,3,737.69,,,3,"Buyer said ""urgent"" delivery",PENDING-ASSIGN,WALK-IN
ORD-00349,2024-11-24,2024-11-25T19:56:00+08:00,Cagayan de Oro,Toys,Maya,466,667.59,267775.6,13,5,"Leave at gate, ring twice",PH-00349-X,
,2024-02-24,not shipped,Las Piñas,,Bank Transfer,10,849.19,7366.77,11.1,5,Attempt #0059 — rider note C441,,cust.0059@mail.test
ORD-00350,2024-11-25,,Parañaque,Home & Kitchen,GCash,3,477.4,1432.96,2.5,,"Gift wrap requested, no invoice inside",PH-00350-X,CUST-0350
,2024-06-15,2024-06-16T12:04:00Z,Davao City,Books,,7,379.37,817.79,68.7,2,,trk00178,+63 917 000 0178
ORD-00351,2024-11-26,2024-11-27T06:39:00Z,Quezon City,Apparel,Maya,12,610.84,1274.64,,1,Attempt #0351 — rider note C683,,cust.0351@mail.test
,2024-09-20,,Davao City,Beauty,Maya,,326.33,1146.52,60.2,4,"Buyer said ""urgent"" delivery",trk00280,WALK-IN
ORD-00352,2024-11-26,,Las Piñas,Apparel,GCash,12,748.76,8540.67,7,2,Attempt #0352 — rider note A868,,
ORD-00353,2024-11-27,2024-12-02T09:19:00+08:00,Iloilo City,Home & Kitchen,Credit Card,1,585.21,490.64,,1,Attempt #0353 — rider note B729,,WALK-IN
ORD-00354,2024-11-28,2024-11-29T19:47:00+08:00,Parañaque,Electronics,Maya,3,595.56,1534.99,12.2,5,Attempt #0354 — rider note D886,PENDING-ASSIGN,+63 917 000 0354
ORD-00355,2024-11-29,2024-12-01T17:20:00+08:00,,Beauty,Maya,,930.32,1030.69,77.6,1,Attempt #0355 — rider note D161,TRK-2024-00355,
ORD-00356,2024-11-30,not shipped,Cagayan de Oro,Apparel,Cash on Delivery,4,674.7,2248.32,,,Attempt #0356 — rider note C132,trk00356,CUST-0356
ORD-00357,2024-12-01,2024-12-02T17:37:00+08:00,Quezon City,Books,Maya,5,357.98,1737.2,3.4,3,"Gift wrap requested, no invoice inside",TRK-2024-00357,
ORD-00358,2024-12-02,2024-12-03T07:20:00+08:00,Iloilo City,,Cash on Delivery,,754.37,3774.43,2.4,,Attempt #0358 — rider note B355,,cust.0358@mail.test
ORD-00359,2024-12-03,2024-12-07T08:23:00Z,Quezon City,Groceries,Credit Card,12,544.24,6423.52,3.3,5,,,cust.0359@mail.test
ORD-00360,2024-12-04,2024-12-07T08:46:00+08:00,,Electronics,Bank Transfer,7,370.62,,11.4,,,PENDING-ASSIGN,
ORD-00361,2024-12-05,2024-12-06T06:37:00+08:00,Baguio,Groceries,Bank Transfer,6,583.33,2878.73,18.6,4,,,cust.0361@mail.test
ORD-00362,2024-12-06,2024-12-08T18:17:00+08:00,Cebu City,Sports,Credit Card,2,715.25,,15.6,5,Attempt #0362 — rider note A885,TRK-2024-00362,
ORD-00363,2024-12-07,2024-12-11T08:17:00+08:00,Davao City,Toys,Credit Card,6,735.47,,,,Attempt #0363 — rider note A158,trk00363,+63 917 000 0363
ORD-00364,2024-12-08,2024-12-12T08:45:00+08:00,,Electronics,Bank Transfer,10,744.71,6799.97,6,5,Attempt #0364 — rider note A705,TRK-2024-00364,cust.0364@mail.test
,2024-12-09,2024-12-12T16:29:00+08:00,Zamboanga,Apparel,Maya,11,807.53,2126.57,,1,"Buyer said ""urgent"" delivery",PENDING-ASSIGN,cust.0365@mail.test
ORD-00366,2024-12-10,2024-12-12T11:16:00Z,Dasmariñas,Beauty,Maya,9,4325.6,34361.39,,5,,trk00366,+63 917 000 0366
ORD-00367,2024-12-11,2024-12-14T10:06:00+08:00,Iloilo City,Books,Bank Transfer,333,561.25,160889.22,13.5,,Attempt #0367 — rider note C497,,WALK-IN
ORD-00368,2024-12-12,2024-12-16T10:58:00Z,Davao City,Groceries,Bank Transfer,2,413.25,714.47,14.6,,Attempt #0368 — rider note C409,TRK-2024-00368,cust.0368@mail.test
ORD-00369,2024-12-13,2024-12-17T07:21:00Z,Zamboanga,Books,GCash,9,341.87,2625.59,,2,,trk00369,+63 917 000 0369
,2024-01-23,,Dasmariñas,Apparel,Cash on Delivery,293,432.52,114553.41,,5,Contact before arrival,PENDING-ASSIGN,
ORD-00370,2024-12-13,2024-12-14T08:10:00+08:00,Cagayan de Oro,Home & Kitchen,Credit Card,7,796.62,4759.91,13.2,,Attempt #0370 — rider note D359,,+63 917 000 0370
,2024-05-14,2024-05-15T07:17:00Z,Cebu City,Beauty,Maya,6,629.57,3055.87,16.9,3,"Gift wrap requested, no invoice inside",PH-00144-X,
ORD-00371,2024-12-14,,Muntinlupa,Beauty,,1,759.81,759.21,2.6,,Attempt #0371 — rider note C358,TRK-2024-00371,
,2024-08-19,2024-08-24T17:32:00+08:00,Dasmariñas,Electronics,Credit Card,169,781.78,116824.73,13,3,配達済み — 玄関前に置いた,PENDING-ASSIGN,CUST-0246
ORD-00372,2024-12-15,2024-12-18T17:11:00+08:00,,,GCash,7,638.58,4314.56,5.4,1,,,CUST-0372
,2024-11-23,2024-11-25T19:32:00Z,Davao City,Home & Kitchen,,3,737.69,,,3,"Buyer said ""urgent"" delivery",PENDING-ASSIGN,WALK-IN
ORD-00373,2024-12-16,2024-12-20T10:39:00+08:00,,Beauty,Maya,198,512.83,92729.8,,3,,PENDING-ASSIGN,
ORD-00374,2024-12-17,2024-12-20T08:08:00+08:00,Las Piñas,Toys,Maya,10,,6935.57,,2,Attempt #0374 — rider note A682,PH-00374-X,WALK-IN
ORD-00375,2024-12-18,,Muntinlupa,Sports,Maya,,664.06,1848.09,9.5,,Attempt #0375 — rider note C250,PH-00375-X,cust.0375@mail.test
ORD-00376,2024-12-19,2024-12-20T06:16:00+08:00,Davao City,Electronics,Bank Transfer,4,3631.99,12252.83,17.1,1,Attempt #0376 — rider note A213,PH-00376-X,+63 917 000 0376
ORD-00377,2024-12-20,,Davao City,Home & Kitchen,Maya,6,751.25,4189.11,9,2,,PENDING-ASSIGN,+63 917 000 0377
ORD-00378,2024-12-21,2024-12-22T19:45:00Z,Iloilo City,Apparel,Bank Transfer,2,3879.48,6153.9,19.6,1,Contact before arrival,PH-00378-X,CUST-0378
ORD-00379,2024-12-22,2024-12-27T11:11:00+08:00,Cagayan de Oro,Beauty,Maya,11,593.74,1059.55,,3,,,+63 917 000 0379
ORD-00380,2024-12-23,,Cebu City,Groceries,Credit Card,2,413.09,,7.4,,配達済み — 玄関前に置いた,TRK-2024-00380,+63 917 000 0380
ORD-00381,2024-12-24,2024-12-28T12:08:00Z,,Toys,Credit Card,9,735.41,1232.95,80.8,4,Barangay hall pickup,PH-00381-X,CUST-0381
ORD-00382,2024-12-25,,Davao City,Beauty,Credit Card,2,,1490.69,,1,Attempt #0382 — rider note B100,PENDING-ASSIGN,cust.0382@mail.test
ORD-00383,2024-12-26,2024-12-28T17:56:00+08:00,Muntinlupa,Sports,Bank Transfer,388,4448.82,,87.1,3,"Buyer said ""urgent"" delivery",PH-00383-X,+63 917 000 0383
ORD-00384,2024-12-27,2024-12-28T08:01:00Z,Las Piñas,Groceries,Maya,11,362.11,3361.13,,4,,TRK-2024-00384,WALK-IN
ORD-00385,2024-12-28,2024-12-29T14:40:00+08:00,Baguio,Beauty,Cash on Delivery,10,611.54,pending,0.6,,,trk00385,
ORD-00386,2024-12-29,2025-01-02T12:53:00+08:00,Parañaque,Sports,GCash,8,716.55,pending,59.4,,,trk00386,WALK-IN
